Ano;Region;Tipo_caracteristica;Caracteristica;Total;No pobres;Pobreza total;Pobreza no extrema;Pobreza extrema
2010;Pacífico Central;Persona;Relación de dependencia demográfica;0.488219075;0.431488395;0.644235659;0.568873474;0.830669583
2010;Pacífico Central;Persona;Relación de dependencia económica;1.367179477;1.124147571;2.260443676;1.963326911;3.140601218
2010;Pacífico Central;Persona;Horas semanales trabajadas en la ocupación principal;45.11330972;46.96751247;36.51030602;38.26243241;27.941527
2010;Pacífico Central;Persona;Escolaridad promedio personas de 15 años y más;7.811443989;8.340200272;6.347456879;6.478946072;6.015019455
2010;Pacífico Central;Persona;Tasa de desempleo abierto;8.265209711;3.968855329;24.05646788;15.66473988;48.91552511
2010;Pacífico Central;Persona;Tasa neta de participación;56.93170324;60.93019924;45.86820544;47.82822387;40.90272374
2010;Brunca;Hogar;Total de personas;291860;176096;115764;71933;43831
2010;Brunca;Hogar;Total de hogares;82063;53425;28638;18293;10345
2010;Brunca;Hogar;Miembros por hogar;3.556535832;3.296134768;4.042321391;3.932269174;4.236926051
2010;Brunca;Hogar;Fuerza de trabajo por hogar;1.381609251;1.528310716;1.107933515;1.146230799;1.040212663
2010;Brunca;Hogar;Ocupados por hogar;1.279663186;1.465980346;0.932083246;1.012791778;0.789366844
2010;Brunca;Hogar;Ingreso por hogar;588786.4818;816863.4464;163302.4454;207974.4294;84309.25029
2010;Brunca;Hogar;Ingreso per cápita por hogar;200264.6005;285542.8494;41175.61211;53013.50048;20242.74677
2010;Brunca;Hogar;Porcentaje de hogares con jefatura femenina;29.37621096;28.18343472;31.60136881;31.96851255;30.9521508
2010;Brunca;Persona;Relación de dependencia demográfica;0.546581317;0.439316044;0.744326914;0.708054329;0.807314861
2010;Brunca;Persona;Relación de dependencia económica;1.574198044;1.156717697;2.648523433;2.430608546;3.073134467
2010;Brunca;Persona;Horas semanales trabajadas en la ocupación principal;41.2848687;43.52374079;34.70385251;36.61763912;30.32917952
2010;Brunca;Persona;Escolaridad promedio personas de 15 años y más;7.247698813;8.117103383;5.652323743;5.898958158;5.212369738
2010;Brunca;Persona;Tasa de desempleo abierto;7.378791487;4.078383344;15.87191528;11.64154903;24.11485921
2010;Brunca;Persona;Tasa neta de participación;54.01881003;60.09995804;42.85907255;44.18967334;40.48380422
2010;Huetar Caribe;Hogar;Total de personas;470094;313620;156474;112265;44209
2010;Huetar Caribe;Hogar;Total de hogares;131246;94314;36932;26047;10885
2010;Huetar Caribe;Hogar;Miembros por hogar;3.58177773;3.325275145;4.236813603;4.310093293;4.061460726
2010;Huetar Caribe;Hogar;Fuerza de trabajo por hogar;1.389360438;1.507146341;1.088568179;1.165316543;0.904915021
2010;Huetar Caribe;Hogar;Ocupados por hogar;1.276122701;1.429225778;0.885140258;1.025722732;0.548736794
2010;Huetar Caribe;Hogar;Ingreso por hogar;548914.0588;686067.0337;198663.7156;247777.0058;81139.24427
2010;Huetar Caribe;Hogar;Ingreso per cápita por hogar;183238.7533;236691.8564;46734.47617;58037.06129;19688.22588
2010;Huetar Caribe;Hogar;Porcentaje de hogares con jefatura femenina;29.51175655;27.44343364;34.79367486;30.34514531;45.43867708
2010;Huetar Caribe;Persona;Relación de dependencia demográfica;0.560470643;0.474171418;0.767607703;0.733372472;0.860883108
2010;Huetar Caribe;Persona;Relación de dependencia económica;1.578004694;1.206338598;2.892097605;2.698645933;3.48822335
2010;Huetar Caribe;Persona;Horas semanales trabajadas en la ocupación principal;47.82934364;49.14176817;42.40893903;44.7372786;32.02126235
2010;Huetar Caribe;Persona;Escolaridad promedio personas de 15 años y más;6.789892044;7.160702228;5.89094553;6.147208843;5.167108115
2010;Huetar Caribe;Persona;Tasa de desempleo abierto;8.15034988;5.170072813;18.68766012;11.97904655;39.36040609
2010;Huetar Caribe;Persona;Tasa neta de participación;55.70429204;61.28656736;42.13488445;43.12547064;39.34963247
2010;Huetar Norte;Hogar;Total de personas;259542;181928;77614;50129;27485
2010;Huetar Norte;Hogar;Total de hogares;70150;52368;17782;11875;5907
2010;Huetar Norte;Hogar;Miembros por hogar;3.699814683;3.474029942;4.364750872;4.221389474;4.652954122
2010;Huetar Norte;Hogar;Fuerza de trabajo por hogar;1.507569494;1.592060037;1.258744798;1.267452632;1.241239208
2010;Huetar Norte;Hogar;Ocupados por hogar;1.399387028;1.53313092;1.005511191;1.094989474;0.825630608
2010;Huetar Norte;Hogar;Ingreso por hogar;653959.3263;815941.1256;176922.8364;224462.2311;81353.12043
2010;Huetar Norte;Hogar;Ingreso per cápita por hogar;202323.7863;256877.463;41663.17794;53568.337;17729.91844
2010;Huetar Norte;Hogar;Porcentaje de hogares con jefatura femenina;26.10406272;24.84341583;29.81666854;26.4;36.68528864
2010;Huetar Norte;Persona;Relación de dependencia demográfica;0.543383044;0.448937612;0.821369066;0.824066662;0.8164695
2010;Huetar Norte;Persona;Relación de dependencia económica;1.454158629;1.182097322;2.467542331;2.330609262;2.748636116
2010;Huetar Norte;Persona;Horas semanales trabajadas en la ocupación principal;45.98695772;47.79135927;37.90257271;40.58332692;30.75517736
2010;Huetar Norte;Persona;Escolaridad promedio personas de 15 años y más;6.677589421;7.368051259;4.732912942;5.057120102;4.127831619
2010;Huetar Norte;Persona;Tasa de desempleo abierto;7.175952192;3.701438115;20.11794666;13.6070693;33.48336061
2010;Huetar Norte;Persona;Tasa neta de participación;57.44393084;61.3867291;46.35409116;47.94839121;43.39231816
2011;Total;Hogar;Total de personas;4603074;3462639;1140435;804130;336305
2011;Total;Hogar;Total de hogares;1327554;1040187;287367;201810;85557
2011;Total;Hogar;Miembros por hogar;3.467334662;3.328862022;3.968566328;3.984589465;3.930771299
2011;Total;Hogar;Fuerza de trabajo por hogar;1.615398696;1.722957507;1.226066319;1.265244537;1.133653588
2011;Total;Hogar;Ocupados por hogar;1.491098667;1.634692608;0.971329345;1.07791487;0.719917716
2011;Total;Hogar;Ingreso por hogar;859973.6714;1041375.677;203349.8836;252118.9681;88314.42258
2011;Total;Hogar;Ingreso per cápita por hogar;296311.4073;364008.8358;51265.92522;63579.77128;22220.29164
2011;Total;Hogar;Porcentaje de hogares con jefatura femenina;33.94739498;33.09308807;37.0397436;36.04875873;39.37725727
2011;Total;Persona;Relación de dependencia demográfica;0.449413942;0.376717858;0.726101803;0.706123783;0.775862525
2011;Total;Persona;Relación de dependencia económica;1.146426558;0.932062752;2.236828437;2.149264311;2.467347823
2011;Total;Persona;Horas semanales trabajadas en la ocupación principal;43.8558615;44.92380654;37.36626443;39.91068585;28.3763009
2011;Total;Persona;Escolaridad promedio personas de 15 años y más;8.48044455;9.090249285;6.202051231;6.379037733;5.753823637
2011;Total;Persona;Tasa de desempleo abierto;7.694696598;5.122871468;20.77676957;14.80580718;36.49579347
2011;Total;Persona;Tasa neta de participación;60.57700619;64.15549976;47.18836721;47.70150481;45.88882633
2011;Central;Hogar;Total de personas;3022336;2411144;611192;473297;137895
2011;Central;Hogar;Total de hogares;875423;720459;154964;118554;36410
2011;Central;Hogar;Miembros por hogar;3.452429283;3.346677604;3.94409024;3.992248258;3.787283713
2011;Central;Hogar;Fuerza de trabajo por hogar;1.705577761;1.797662324;1.27745799;1.296177269;1.216506454
2011;Central;Hogar;Ocupados por hogar;1.586814603;1.708405336;1.021514674;1.093020902;0.788684427
2011;Central;Hogar;Ingreso por hogar;989452.1807;1153627.291;226168.8624;267446.0008;91767.05361
2011;Central;Hogar;Ingreso per cápita por hogar;343529.2916;405131.6116;57127.63795;67248.48119;24173.32734
2011;Central;Hogar;Porcentaje de hogares con jefatura femenina;35.66093192;34.84153852;39.47045765;38.72243872;41.90606976
2011;Central;Persona;Relación de dependencia demográfica;0.414851713;0.356343443;0.704915288;0.697013266;0.732661052
2011;Central;Persona;Relación de dependencia económica;1.024199284;0.86168312;2.087452011;2.08001718;2.113245885
2011;Central;Persona;Horas semanales trabajadas en la ocupación principal;43.99782644;44.70075095;38.55372946;41.2399716;26.39045356
2011;Central;Persona;Escolaridad promedio personas de 15 años y más;9.045787571;9.569152477;6.50417423;6.62941601;6.061953304
2011;Central;Persona;Tasa de desempleo abierto;6.963221535;4.965169842;20.03536068;15.67350179;35.16808525
2011;Central;Persona;Tasa neta de participación;62.47503052;65.33442767;48.56829518;48.37513419;49.25056152
2011;Chorotega;Hogar;Total de personas;315492;206213;109279;67482;41797
2011;Chorotega;Hogar;Total de hogares;90743;62054;28689;18222;10467
2011;Chorotega;Hogar;Miembros por hogar;3.476764048;3.323121797;3.809090592;3.70332565;3.993216777
2011;Chorotega;Hogar;Fuerza de trabajo por hogar;1.471705807;1.616446966;1.158632228;1.213587971;1.062959778
2011;Chorotega;Hogar;Ocupados por hogar;1.339739704;1.527927289;0.932691973;1.037152892;0.750835961
2011;Chorotega;Hogar;Ingreso por hogar;619665.5152;827627.9957;169844.8953;217944.3568;86108.54416
2011;Chorotega;Hogar;Ingreso per cápita por hogar;209694.624;285707.5468;45279.48533;58720.66516;21879.73576
2011;Chorotega;Hogar;Porcentaje de hogares con jefatura femenina;35.16524691;33.14854804;39.52734498;39.92975524;38.82678896
2011;Chorotega;Persona;Relación de dependencia demográfica;0.492004128;0.410206373;0.675262318;0.6139536;0.784595022
2011;Chorotega;Persona;Relación de dependencia económica;1.362404247;1.055818637;2.287575211;2.051551054;2.756696027
2011;Chorotega;Persona;Horas semanales trabajadas en la ocupación principal;41.75192344;44.0724604;33.53326108;35.64521932;28.45451075
2011;Chorotega;Persona;Escolaridad promedio personas de 15 años y más;7.61217481;8.343323684;6.021136046;6.334131242;5.451455399
2011;Chorotega;Persona;Tasa de desempleo abierto;8.966880574;5.476188103;19.50060168;14.53830153;29.36365271
2011;Chorotega;Persona;Tasa neta de participación;55.92818584;61.31497069;44.20800638;45.5348502;41.78779343
2011;Pacífico Central;Hogar;Total de personas;232067;168691;63376;38951;24425
2011;Pacífico Central;Hogar;Total de hogares;68951;52689;16262;9473;6789
2011;Pacífico Central;Hogar;Miembros por hogar;3.365679976;3.201636015;3.897183618;4.111791407;3.597731625
2011;Pacífico Central;Hogar;Fuerza de trabajo por hogar;1.473249119;1.536203003;1.269278072;1.284809458;1.247606422
2011;Pacífico Central;Hogar;Ocupados por hogar;1.289045844;1.415513675;0.87928914;1.066715929;0.61776403
2011;Pacífico Central;Hogar;Ingreso por hogar;667496.8986;817952.0343;180021.1485;252167.5801;79351.95633
2011;Pacífico Central;Hogar;Ingreso per cápita por hogar;233013.1752;291129.2681;44716.60522;60985.36419;22016.06704
2011;Pacífico Central;Hogar;Porcentaje de hogares con jefatura femenina;31.29178692;30.96471749;32.35149428;30.34941412;35.14508764
2011;Pacífico Central;Persona;Relación de dependencia demográfica;0.46791388;0.423719513;0.600080792;0.588734348;0.618514346
2011;Pacífico Central;Persona;Relación de dependencia económica;1.284528755;1.084123003;2.070393876;2.200312218;1.883707202
2011;Pacífico Central;Persona;Horas semanales trabajadas en la ocupación principal;43.1176967;44.90249658;33.80837821;37.42929243;25.08416786
2011;Pacífico Central;Persona;Escolaridad promedio personas de 15 años y más;7.774357605;8.23815622;6.350241714;6.7319691;5.719936224
2011;Pacífico Central;Persona;Tasa de desempleo abierto;12.50319939;7.856339803;30.72525556;16.97477611;50.48406139
2011;Pacífico Central;Persona;Tasa neta de participación;57.71442207;60.96102429;47.74362177;45.20166382;51.94088428
2011;Brunca;Hogar;Total de personas;291026;183388;107638;63041;44597
2011;Brunca;Hogar;Total de hogares;83127;55945;27182;15792;11390
2011;Brunca;Hogar;Miembros por hogar;3.500980428;3.278005184;3.959899934;3.991957953;3.915452151
2011;Brunca;Hogar;Fuerza de trabajo por hogar;1.442287103;1.541728483;1.237620484;1.35245694;1.078402107
2011;Brunca;Hogar;Ocupados por hogar;1.331444657;1.477236572;1.031381061;1.219288247;0.770851624
2011;Brunca;Hogar;Ingreso por hogar;608514.7958;823548.557;165940.1594;223949.0888;85511.97574
2011;Brunca;Hogar;Ingreso per cápita por hogar;209292.7509;290607.1788;41934.36402;56827.5757;21285.23331
2011;Brunca;Hogar;Porcentaje de hogares con jefatura femenina;29.27087469;29.31808026;29.1737179;28.52077001;30.07901668
2011;Brunca;Persona;Relación de dependencia demográfica;0.533394453;0.445206235;0.711310376;0.693739925;0.736778565
2011;Brunca;Persona;Relación de dependencia económica;1.427381081;1.126188378;2.199607622;1.951634048;2.630790523
2011;Brunca;Persona;Horas semanales trabajadas en la ocupación principal;40.3025495;43.18693309;31.80681291;33.5589717;27.9642369
2011;Brunca;Persona;Escolaridad promedio personas de 15 años y más;7.303647143;8.04160941;5.831422849;5.958617564;5.644143986
2011;Brunca;Persona;Tasa de desempleo abierto;7.685185957;4.183091407;16.66418953;9.846427568;28.51909143
2011;Brunca;Persona;Tasa neta de participación;56.8337173;61.36617504;47.7848326;50.94213614;43.13608428
2011;Huetar Caribe;Hogar;Total de personas;477254;312459;164795;105227;59568
2011;Huetar Caribe;Hogar;Total de hogares;137073;96909;40164;26607;13557
2011;Huetar Caribe;Hogar;Miembros por hogar;3.4817506;3.224251617;4.103052485;3.954861503;4.393892454
2011;Huetar Caribe;Hogar;Fuerza de trabajo por hogar;1.367906152;1.488850365;1.076088039;1.091667606;1.045511544
2011;Huetar Caribe;Hogar;Ocupados por hogar;1.219977676;1.401036023;0.783114232;0.912992821;0.528214207
2011;Huetar Caribe;Hogar;Ingreso por hogar;558117.8231;712721.9365;185084.0111;232213.0556;92588.4378
2011;Huetar Caribe;Hogar;Ingreso per cápita por hogar;187963.9417;246686.753;46275.64074;59655.18851;20016.90891
2011;Huetar Caribe;Hogar;Porcentaje de hogares con jefatura femenina;30.40131901;27.33905004;37.79006075;32.38997256;48.38828649
2011;Huetar Caribe;Persona;Relación de dependencia demográfica;0.547460932;0.423587851;0.85353797;0.824691444;0.906797859
2011;Huetar Caribe;Persona;Relación de dependencia económica;1.545313942;1.165598165;2.812933827;2.622770777;3.202624524
2011;Huetar Caribe;Persona;Horas semanales trabajadas en la ocupación principal;47.10631114;48.12214107;42.69288714;44.19766184;37.64208909
2011;Huetar Caribe;Persona;Escolaridad promedio personas de 15 años y más;7.057442218;7.543826798;5.895053186;5.901408881;5.882656255
2011;Huetar Caribe;Persona;Tasa de desempleo abierto;10.81422697;5.898130757;27.22582138;16.36714178;49.47791731
2011;Huetar Caribe;Persona;Tasa neta de participación;55.697214;60.73999545;43.6103123;44.30850902;42.24613275
2011;Huetar Norte;Hogar;Total de personas;264899;180744;84155;56132;28023
2011;Huetar Norte;Hogar;Total de hogares;72237;52131;20106;13162;6944
2011;Huetar Norte;Hogar;Miembros por hogar;3.667081966;3.467111699;4.185566498;4.264701413;4.035570276
2011;Huetar Norte;Hogar;Fuerza de trabajo por hogar;1.507565375;1.635744567;1.175221327;1.290305425;0.957085253
2011;Huetar Norte;Hogar;Ocupados por hogar;1.412323325;1.567915444;1.008902815;1.170110925;0.703341014
2011;Huetar Norte;Hogar;Ingreso por hogar;638599.4818;815004.1264;181216.0874;235380.1429;78550.86583
2011;Huetar Norte;Hogar;Ingreso per cápita por hogar;199045.9234;259418.6151;42511.11811;55163.97292;18528.2732
2011;Huetar Norte;Hogar;Porcentaje de hogares con jefatura femenina;26.29677312;25.7620226;27.68327862;27.12353746;28.74423963
2011;Huetar Norte;Persona;Relación de dependencia demográfica;0.540822801;0.430282767;0.847043589;0.799044902;0.951326509
2011;Huetar Norte;Persona;Relación de dependencia económica;1.432453031;1.119592368;2.561513395;2.30518754;3.216521216
2011;Huetar Norte;Persona;Horas semanales trabajadas en la ocupación principal;43.61920041;45.72915872;35.16095637;36.83923122;29.86875512
2011;Huetar Norte;Persona;Escolaridad promedio personas de 15 años y más;6.924889882;7.631349676;5.037100289;5.285322478;4.509782275
2011;Huetar Norte;Persona;Tasa de desempleo abierto;6.317606656;4.146681834;14.15210123;9.31519755;26.51218778
2011;Huetar Norte;Persona;Tasa neta de participación;57.96976472;62.36506451;46.215381;49.0030874;40.34970554
2012;Total;Hogar;Total de personas;4658195;3559818;1098377;761380;336997
2012;Total;Hogar;Total de hogares;1357958;1077583;280375;194394;85981
2012;Total;Hogar;Miembros por hogar;3.430293868;3.303520935;3.91752831;3.916684671;3.919435689
2012;Total;Hogar;Fuerza de trabajo por hogar;1.600822706;1.705673716;1.197842176;1.231128533;1.122585222
2012;Total;Hogar;Ocupados por hogar;1.476086889;1.615940489;0.938578689;1.035628672;0.719158884
2012;Total;Hogar;Ingreso por hogar;919427.4494;1104960.755;206355.5436;257814.4199;90012.43512
2012;Total;Hogar;Ingreso per cápita por hogar;315083.8869;383330.8161;52786.13995;66157.23202;22555.50677
2012;Total;Hogar;Porcentaje de hogares con jefatura femenina;34.63030521;33.52205816;38.88970129;37.79591963;41.36262663
2012;Total;Persona;Relación de dependencia demográfica;0.446149707;0.382553659;0.699344504;0.686409143;0.729332265
2012;Total;Persona;Relación de dependencia económica;1.142831842;0.936783632;2.270487874;2.181377547;2.491437097
2012;Total;Persona;Horas semanales trabajadas en la ocupación principal;43.64275567;44.58805963;37.38548141;39.68591015;29.91781221
2012;Total;Persona;Escolaridad promedio personas de 15 años y más;8.564152911;9.142283943;6.281897124;6.389977458;6.019646449
2012;Total;Persona;Tasa de desempleo abierto;7.791981967;5.260867081;21.64421087;15.8797279;35.93725718
2012;Total;Persona;Tasa neta de participación;60.0206967;63.57080897;45.97077319;46.26817772;45.24959214
2012;Central;Hogar;Total de personas;3066448;2497607;568841;419927;148914
2012;Central;Hogar;Total de hogares;899766;753267;146499;107803;38696
2012;Central;Hogar;Miembros por hogar;3.408050538;3.31569948;3.882900225;3.895318312;3.848304734
2012;Central;Hogar;Fuerza de trabajo por hogar;1.694994032;1.781932568;1.247974389;1.258387985;1.2189632
2012;Central;Hogar;Ocupados por hogar;1.570481659;1.68869073;0.962675513;1.044126787;0.735760802
2012;Central;Hogar;Ingreso por hogar;1066670.717;1230524.539;224168.879;271672.6573;91828.33185
2012;Central;Hogar;Ingreso per cápita por hogar;368325.121;428697.454;57903.30133;70174.62207;23716.68797
2012;Central;Hogar;Porcentaje de hogares con jefatura femenina;35.7261777;35.11464063;38.8705725;37.38671466;43.0044449
2012;Central;Persona;Relación de dependencia demográfica;0.42341248;0.369730916;0.719010962;0.703219238;0.765186556
2012;Central;Persona;Relación de dependencia económica;1.010656364;0.860732296;2.111362107;2.095482758;2.157031101
2012;Central;Persona;Horas semanales trabajadas en la ocupación principal;43.50891913;44.07115895;38.4264332;40.41087473;30.62235257
2012;Central;Persona;Escolaridad promedio personas de 15 años y más;9.126930353;9.602536643;6.554334689;6.584058638;6.462686407
2012;Central;Persona;Tasa de desempleo abierto;7.345888592;5.23262441;22.86095599;17.02664052;39.64044182
2012;Central;Persona;Tasa neta de participación;62.4141809;65.06103694;48.0596293;47.24273988;50.57470032
2012;Chorotega;Hogar;Total de personas;315551;192204;123347;77395;45952
2012;Chorotega;Hogar;Total de hogares;92153;60398;31755;20115;11640
2012;Chorotega;Hogar;Miembros por hogar;3.424207568;3.182290804;3.884333176;3.84762615;3.947766323
2012;Chorotega;Hogar;Fuerza de trabajo por hogar;1.419573969;1.515480645;1.237159502;1.259855829;1.197938144
2012;Chorotega;Hogar;Ocupados por hogar;1.25759335;1.409599656;0.968477405;1.068207805;0.796134021
2012;Chorotega;Hogar;Ingreso por hogar;606938.4631;829487.1777;183650.8781;234509.4201;95762.59872
2012;Chorotega;Hogar;Ingreso per cápita por hogar;212261.9463;298974.5267;47334.64579;61367.46161;23084.63806
2012;Chorotega;Hogar;Porcentaje de hogares con jefatura femenina;37.97814504;34.77598596;44.06865061;48.40169028;36.58075601
2012;Chorotega;Persona;Relación de dependencia demográfica;0.500697131;0.431180079;0.62345679;0.61816053;0.63245586
2012;Chorotega;Persona;Relación de dependencia económica;1.412137473;1.099855788;2.139718984;2.054020993;2.295467585
2012;Chorotega;Persona;Horas semanales trabajadas en la ocupación principal;41.59274663;44.92254836;32.37478052;35.67096384;24.73206
2012;Chorotega;Persona;Escolaridad promedio personas de 15 años y más;7.717043135;8.515101844;6.286916325;6.383262495;6.116535994
2012;Chorotega;Persona;Tasa de desempleo abierto;11.41050926;6.986627627;21.71766024;15.21190119;33.54130809
2012;Chorotega;Persona;Tasa neta de participación;54.69345776;59.6276367;45.8530778;46.36551585;44.95019503
2012;Pacífico Central;Hogar;Total de personas;233953;162989;70964;48403;22561
2012;Pacífico Central;Hogar;Total de hogares;69415;50955;18460;11867;6593
2012;Pacífico Central;Hogar;Miembros por hogar;3.370352229;3.198685114;3.844203684;4.078789922;3.421962688
2012;Pacífico Central;Hogar;Fuerza de trabajo por hogar;1.395591731;1.486605829;1.144366197;1.246229039;0.961019263
2012;Pacífico Central;Hogar;Ocupados por hogar;1.245854642;1.407575312;0.799458288;0.986685767;0.462460185
2012;Pacífico Central;Hogar;Ingreso por hogar;699966.4756;881595.3026;198617.7822;262561.3515;83523.23682
2012;Pacífico Central;Hogar;Ingreso per cápita por hogar;246845.6627;318289.0972;49640.88465;64016.43043;23765.77443
2012;Pacífico Central;Hogar;Porcentaje de hogares con jefatura femenina;32.55348268;30.68001178;37.7248104;34.58329822;43.37934173
2012;Pacífico Central;Persona;Relación de dependencia demográfica;0.465803904;0.402668848;0.63473854;0.641280391;0.620877937
2012;Pacífico Central;Persona;Relación de dependencia económica;1.41499871;1.151669967;2.359242604;2.272905538;2.560763889
2012;Pacífico Central;Persona;Horas semanales trabajadas en la ocupación principal;45.18057146;46.73725304;37.61519176;41.43026732;22.96425057
2012;Pacífico Central;Persona;Escolaridad promedio personas de 15 años y más;7.968252092;8.522055184;6.487688395;6.60546875;6.227914375
2012;Pacífico Central;Persona;Tasa de desempleo abierto;10.72929032;5.316171617;30.13964497;20.82628981;51.87815657
2012;Pacífico Central;Persona;Tasa neta de participación;54.17489193;58.15738964;43.4948218;44.17264038;41.99085426
2012;Brunca;Hogar;Total de personas;289256;177717;111539;69358;42181
2012;Brunca;Hogar;Total de hogares;84831;55439;29392;18455;10937
2012;Brunca;Hogar;Miembros por hogar;3.409791232;3.205631415;3.794876157;3.758222704;3.856724879
2012;Brunca;Hogar;Fuerza de trabajo por hogar;1.401775294;1.539710312;1.141603157;1.209211596;1.027521258
2012;Brunca;Hogar;Ocupados por hogar;1.282043121;1.459063114;0.948149156;1.036196153;0.799579409
2012;Brunca;Hogar;Ingreso por hogar;592273.4586;815235.0885;171724.6766;225180.7585;81523.34242
